sample	EV1	EV2	cluster	species	chr	mds
ANN0994	-0.01758828791246578	0.02005295437807596	0	annuus	Ha412HOChr14	neg4
ANN0995	-0.017435739735504857	0.02304125941155972	0	annuus	Ha412HOChr14	neg4
ANN0996	-0.017778383966961638	0.024121906071101644	0	annuus	Ha412HOChr14	neg4
ANN0997	-0.015987018360502148	0.010409590079447327	0	annuus	Ha412HOChr14	neg4
ANN0998	-0.01650729466639978	0.010270633332807203	0	annuus	Ha412HOChr14	neg4
ANN0999	-0.01786472071376718	0.027888909209345156	0	annuus	Ha412HOChr14	neg4
ANN1000	-0.01614915100294013	0.005308000325270452	0	annuus	Ha412HOChr14	neg4
ANN1001	-0.01545407867204252	0.02772010983925082	0	annuus	Ha412HOChr14	neg4
ANN1002	-0.014257207174671181	0.01364326191235438	0	annuus	Ha412HOChr14	neg4
ANN1003	-0.014457752513769179	0.021327320606356823	0	annuus	Ha412HOChr14	neg4
ANN1004	-0.018023752985382797	0.022641765219393175	0	annuus	Ha412HOChr14	neg4
ANN1005	-0.018357621919720964	0.010495956695937614	0	annuus	Ha412HOChr14	neg4
ANN1006	-0.01677353321783885	0.014792979945214902	0	annuus	Ha412HOChr14	neg4
ANN1007	-0.015849819874650065	0.016954850493885107	0	annuus	Ha412HOChr14	neg4
ANN1008	-0.017217501502640238	0.02793003435236567	0	annuus	Ha412HOChr14	neg4
ANN1009	0.04242527388645073	0.01711580064306019	1	annuus	Ha412HOChr14	neg4
ANN1010	-0.01866740971400361	0.012918876183991412	0	annuus	Ha412HOChr14	neg4
ANN1011	-0.019251782774303536	0.023987878189677167	0	annuus	Ha412HOChr14	neg4
ANN1012	-0.01966363382660489	0.015407516887473747	0	annuus	Ha412HOChr14	neg4
ANN1013	-0.014568105534245873	0.019010348467526868	0	annuus	Ha412HOChr14	neg4
ANN1014	-0.015331674517962659	0.016120755739921055	0	annuus	Ha412HOChr14	neg4
ANN1015	-0.016329231069226555	0.019992243199703903	0	annuus	Ha412HOChr14	neg4
ANN1016	-0.01325336130427456	0.02325329079729234	0	annuus	Ha412HOChr14	neg4
ANN1017	-0.013151101539358003	0.019814234020930934	0	annuus	Ha412HOChr14	neg4
ANN1018	-0.01766960230293649	0.02124391575359334	0	annuus	Ha412HOChr14	neg4
ANN1019	-0.01626735210408027	0.014576291407301396	0	annuus	Ha412HOChr14	neg4
ANN1020	-0.01761582899901214	0.01637459474747216	0	annuus	Ha412HOChr14	neg4
ANN1021	-0.019402384429555018	-0.01663526618163169	0	annuus	Ha412HOChr14	neg4
ANN1022	-0.01948930701135348	0.006782406085638506	0	annuus	Ha412HOChr14	neg4
ANN1023	-0.01871834170657988	0.007955933651025733	0	annuus	Ha412HOChr14	neg4
ANN1024	-0.019272023659075755	-0.013969632789661846	0	annuus	Ha412HOChr14	neg4
ANN1025	-0.01888738794951513	0.011837972105782447	0	annuus	Ha412HOChr14	neg4
ANN1026	-0.01827501759855895	0.008952442433066428	0	annuus	Ha412HOChr14	neg4
ANN1027	-0.018598343691373753	-0.01268920373476408	0	annuus	Ha412HOChr14	neg4
ANN1028	-0.019359995206793268	-0.010978792756453781	0	annuus	Ha412HOChr14	neg4
ANN1029	-0.01870562044155805	-0.005225963232182236	0	annuus	Ha412HOChr14	neg4
ANN1030	-0.01744064189449501	0.01888408955489955	0	annuus	Ha412HOChr14	neg4
ANN1031	-0.0186178037177991	-0.02672215151019234	0	annuus	Ha412HOChr14	neg4
ANN1032	-0.017990215812883504	-0.008671169582702585	0	annuus	Ha412HOChr14	neg4
ANN1033	-0.017761528823111043	-0.007206198136353888	0	annuus	Ha412HOChr14	neg4
ANN1034	-0.01759587839344677	-0.019861535011685864	0	annuus	Ha412HOChr14	neg4
ANN1035	-0.018024519558899457	-0.008739411582608183	0	annuus	Ha412HOChr14	neg4
ANN1036	-0.01866087342163396	-0.01055635407063555	0	annuus	Ha412HOChr14	neg4
ANN1037	-0.018354781114826666	-0.021225730131096215	0	annuus	Ha412HOChr14	neg4
ANN1038	-0.019135832880693794	0.0017583095420221255	0	annuus	Ha412HOChr14	neg4
ANN1039	-0.019530422209299843	-0.02087902609124072	0	annuus	Ha412HOChr14	neg4
ANN1040	-0.019091526718377758	-0.021295750148222395	0	annuus	Ha412HOChr14	neg4
ANN1041	-0.014903132292743275	-0.1046484338810508	0	annuus	Ha412HOChr14	neg4
ANN1042	-0.013038732395239937	-0.16208838230702408	0	annuus	Ha412HOChr14	neg4
ANN1043	-0.013147508787599717	-0.13583476758322696	0	annuus	Ha412HOChr14	neg4
ANN1044	-0.015096983545768675	-0.05450208412893168	0	annuus	Ha412HOChr14	neg4
ANN1045	-0.018702993307186645	0.01207041767433306	0	annuus	Ha412HOChr14	neg4
ANN1046	-0.005576748649463916	-0.04967239134673687	0	annuus	Ha412HOChr14	neg4
ANN1047	-0.0163025919300751	-0.05537490958463463	0	annuus	Ha412HOChr14	neg4
ANN1048	-0.014980719664454335	-0.03376542275733378	0	annuus	Ha412HOChr14	neg4
ANN1049	-0.017357650436064614	-0.02915934111130585	0	annuus	Ha412HOChr14	neg4
ANN1050	-0.017136778047815274	-0.034968163959502085	0	annuus	Ha412HOChr14	neg4
ANN1051	-0.013584763839420807	-0.13326670389347198	0	annuus	Ha412HOChr14	neg4
ANN1052	-0.015256350539145074	0.003940249298964069	0	annuus	Ha412HOChr14	neg4
ANN1053	-0.00964445778207652	-0.19193843792950852	0	annuus	Ha412HOChr14	neg4
ANN1054	-0.01434398715360979	-0.06327328379470613	0	annuus	Ha412HOChr14	neg4
ANN1055	-0.01614801015492919	-0.06839270066836778	0	annuus	Ha412HOChr14	neg4
ANN1056	-0.014564313463265427	-0.11736582807153416	0	annuus	Ha412HOChr14	neg4
ANN1057	-0.013138819113915418	-0.1415089472039181	0	annuus	Ha412HOChr14	neg4
ANN1058	-0.012612880203544612	-0.14304363964789008	0	annuus	Ha412HOChr14	neg4
ANN1059	-0.014504367794402303	-0.06380511401849097	0	annuus	Ha412HOChr14	neg4
ANN1060	-0.016446398022270554	-0.07318419582965839	0	annuus	Ha412HOChr14	neg4
ANN1061	-0.01667375898338735	0.02680809045474195	0	annuus	Ha412HOChr14	neg4
ANN1062	-0.01719181899628942	0.011299073693151267	0	annuus	Ha412HOChr14	neg4
ANN1063	-0.017375104886336264	0.012551756387359808	0	annuus	Ha412HOChr14	neg4
ANN1064	-0.018816958352159775	0.004260623593818032	0	annuus	Ha412HOChr14	neg4
ANN1065	-0.015905592661984762	0.019439934112559183	0	annuus	Ha412HOChr14	neg4
ANN1066	-0.01426271334660519	0.019873093826130978	0	annuus	Ha412HOChr14	neg4
ANN1067	-0.01656018528021988	0.022897907010306445	0	annuus	Ha412HOChr14	neg4
ANN1068	-0.014231418973729489	0.01625429445558753	0	annuus	Ha412HOChr14	neg4
ANN1069	-0.017154641140778838	0.01685836195044201	0	annuus	Ha412HOChr14	neg4
ANN1070	-0.016267473228985082	0.030540285678510404	0	annuus	Ha412HOChr14	neg4
ANN1071	-0.020149910710784424	0.003035490305662837	0	annuus	Ha412HOChr14	neg4
ANN1072	-0.016330841545485485	0.01917988503124271	0	annuus	Ha412HOChr14	neg4
ANN1073	-0.017050414797621455	0.019287112853044942	0	annuus	Ha412HOChr14	neg4
ANN1074	-0.017501878350075606	-5.072500449617723e-4	0	annuus	Ha412HOChr14	neg4
ANN1075	-0.01939997850769841	0.004201903183196522	0	annuus	Ha412HOChr14	neg4
ANN1076	-0.01580818747585408	0.008416278841214498	0	annuus	Ha412HOChr14	neg4
ANN1077	-0.017818534725387268	0.007554672482689859	0	annuus	Ha412HOChr14	neg4
ANN1078	-0.018386190191246297	0.006471374436063561	0	annuus	Ha412HOChr14	neg4
ANN1079	-0.017949753678312013	0.01573560404410273	0	annuus	Ha412HOChr14	neg4
ANN1080	-0.019903429843566023	0.006986332775698443	0	annuus	Ha412HOChr14	neg4
ANN1081	-0.014927849634492615	0.025175619993770243	0	annuus	Ha412HOChr14	neg4
ANN1082	-0.01746160910141445	0.017901422173113288	0	annuus	Ha412HOChr14	neg4
ANN1083	-0.016249483817391518	0.013469242691932832	0	annuus	Ha412HOChr14	neg4
ANN1084	-0.01496159149630863	0.017217335764895775	0	annuus	Ha412HOChr14	neg4
ANN1085	-0.0181330333743325	0.033864331921231804	0	annuus	Ha412HOChr14	neg4
ANN1086	-0.01666890693654118	0.03157298987758107	0	annuus	Ha412HOChr14	neg4
ANN1087	-0.01632405641461506	0.02791100545705688	0	annuus	Ha412HOChr14	neg4
ANN1088	-0.017171503807846464	0.036445446402995976	0	annuus	Ha412HOChr14	neg4
ANN1089	-0.016750397398200733	0.025755857365762753	0	annuus	Ha412HOChr14	neg4
ANN1090	-0.01381313815849057	0.015446763513318642	0	annuus	Ha412HOChr14	neg4
ANN1091	-0.017188693262044117	0.013410369471892915	0	annuus	Ha412HOChr14	neg4
ANN1092	-0.015638503297327487	0.03212615818596261	0	annuus	Ha412HOChr14	neg4
ANN1093	-0.018182796588937396	0.015800625695174944	0	annuus	Ha412HOChr14	neg4
ANN1094	-0.01696363072739525	0.0348066073769701	0	annuus	Ha412HOChr14	neg4
ANN1095	-0.01596145426374152	0.024011107407908468	0	annuus	Ha412HOChr14	neg4
ANN1096	-0.015474972280473925	0.03292165906803813	0	annuus	Ha412HOChr14	neg4
ANN1097	-0.017609068714249915	0.018959939227860094	0	annuus	Ha412HOChr14	neg4
ANN1098	-0.01816200740688775	0.0225773587477207	0	annuus	Ha412HOChr14	neg4
ANN1099	-0.015894156578427795	0.0331918042169181	0	annuus	Ha412HOChr14	neg4
ANN1100	-0.01740389959777486	0.018610115562928894	0	annuus	Ha412HOChr14	neg4
ANN1101	-0.01698308739850392	0.032854940556124854	0	annuus	Ha412HOChr14	neg4
ANN1102	-0.016888245540150896	0.031736285529038094	0	annuus	Ha412HOChr14	neg4
ANN1103	-0.01742246337457653	0.02798448723256366	0	annuus	Ha412HOChr14	neg4
ANN1104	-0.018330406594832465	0.02550282677235019	0	annuus	Ha412HOChr14	neg4
ANN1105	-0.017508624086942204	0.023394080622322278	0	annuus	Ha412HOChr14	neg4
ANN1106	-0.018212314812313737	0.020891139876701527	0	annuus	Ha412HOChr14	neg4
ANN1107	-0.017857045110692842	0.02787781622851065	0	annuus	Ha412HOChr14	neg4
ANN1108	-0.01765252974623919	0.02035206892526656	0	annuus	Ha412HOChr14	neg4
ANN1109	-0.018583491457877778	0.015419978638857636	0	annuus	Ha412HOChr14	neg4
ANN1110	-0.01767770837976757	0.02351223321876765	0	annuus	Ha412HOChr14	neg4
ANN1111	-0.016742695173882466	0.024348694795133644	0	annuus	Ha412HOChr14	neg4
ANN1112	-0.01765753417176388	0.024984528844906824	0	annuus	Ha412HOChr14	neg4
ANN1113	-0.0188263768323398	0.03713781064461356	0	annuus	Ha412HOChr14	neg4
ANN1114	-0.018277293309381545	0.026889921739045582	0	annuus	Ha412HOChr14	neg4
ANN1115	-0.01767180974253899	0.018008858683405328	0	annuus	Ha412HOChr14	neg4
ANN1116	-0.018115574991195916	0.028285334094220793	0	annuus	Ha412HOChr14	neg4
ANN1117	-0.017847983318297456	0.028420116338870552	0	annuus	Ha412HOChr14	neg4
ANN1118	-0.018744035779649053	0.03479992229959587	0	annuus	Ha412HOChr14	neg4
ANN1119	-0.018553975062414775	0.03444275603307336	0	annuus	Ha412HOChr14	neg4
ANN1120	-0.016767149483755298	0.02387667670580788	0	annuus	Ha412HOChr14	neg4
ANN1121	-0.017376125241333806	0.02712050217253523	0	annuus	Ha412HOChr14	neg4
ANN1122	-0.018337872257829596	0.04260856654919135	0	annuus	Ha412HOChr14	neg4
ANN1123	-0.01885805221799508	0.03210897203275857	0	annuus	Ha412HOChr14	neg4
ANN1124	-0.018019438139064214	0.02518361776742506	0	annuus	Ha412HOChr14	neg4
ANN1125	-0.017864328880430623	0.018197009219448612	0	annuus	Ha412HOChr14	neg4
ANN1126	-0.015920444958141072	0.0449346714611996	0	annuus	Ha412HOChr14	neg4
ANN1127	-0.01913819780229524	0.03529358346008863	0	annuus	Ha412HOChr14	neg4
ANN1128	-0.019366922568199232	0.03930792845194005	0	annuus	Ha412HOChr14	neg4
ANN1129	-0.01789740592089499	0.032567170779174814	0	annuus	Ha412HOChr14	neg4
ANN1130	-0.019285632387396612	0.03080310008108977	0	annuus	Ha412HOChr14	neg4
ANN1131	-0.017634903869731378	0.013386727943356602	0	annuus	Ha412HOChr14	neg4
ANN1132	-0.019031048795918343	0.04245995197805831	0	annuus	Ha412HOChr14	neg4
ANN1133	-0.018103684222882874	0.053166331004492265	0	annuus	Ha412HOChr14	neg4
ANN1134	-0.018426216900456115	0.05581130935428855	0	annuus	Ha412HOChr14	neg4
ANN1135	-0.019360445273637998	0.03252858023454492	0	annuus	Ha412HOChr14	neg4
ANN1136	-0.018716751324538376	0.03188996816992369	0	annuus	Ha412HOChr14	neg4
ANN1137	-0.017913164357589533	0.04592273005698722	0	annuus	Ha412HOChr14	neg4
ANN1138	-0.018161650192019152	0.04029349266642549	0	annuus	Ha412HOChr14	neg4
ANN1139	-0.018851251797874953	0.04012354442606066	0	annuus	Ha412HOChr14	neg4
ANN1140	-0.019070772455670477	0.05284939877694912	0	annuus	Ha412HOChr14	neg4
ANN1141	-0.01580744544417506	0.009498377738184044	0	annuus	Ha412HOChr14	neg4
ANN1142	-0.015644348734539102	0.02229398636064137	0	annuus	Ha412HOChr14	neg4
ANN1143	-0.014824365027957415	0.027990780137824443	0	annuus	Ha412HOChr14	neg4
ANN1144	-0.01248120998860142	0.02983064547760192	0	annuus	Ha412HOChr14	neg4
ANN1145	-0.01344529687015563	0.017493153607855885	0	annuus	Ha412HOChr14	neg4
ANN1146	-0.017721393390489136	0.012270090756346278	0	annuus	Ha412HOChr14	neg4
ANN1147	-0.016960790247436158	0.015160550533259487	0	annuus	Ha412HOChr14	neg4
ANN1148	-0.014949966729970425	0.028199897069672516	0	annuus	Ha412HOChr14	neg4
ANN1149	-0.015852510123289965	0.014614078146751534	0	annuus	Ha412HOChr14	neg4
ANN1150	-0.017224022575535222	0.026021296594534338	0	annuus	Ha412HOChr14	neg4
ANN1151	-0.016577832920830753	0.021730910112070737	0	annuus	Ha412HOChr14	neg4
ANN1152	-0.01546498101337489	0.009804422462389198	0	annuus	Ha412HOChr14	neg4
ANN1153	-0.016544523627530807	0.014188706806306335	0	annuus	Ha412HOChr14	neg4
ANN1154	-0.017398401422079882	0.02156240734145433	0	annuus	Ha412HOChr14	neg4
ANN1155	-0.018142704533589814	0.01794186317001034	0	annuus	Ha412HOChr14	neg4
ANN1156	-0.011584272300878783	0.012096684757688332	0	annuus	Ha412HOChr14	neg4
ANN1157	-0.016229239352454513	0.012442121882101746	0	annuus	Ha412HOChr14	neg4
ANN1158	-0.016272482752633804	0.015605931024181105	0	annuus	Ha412HOChr14	neg4
ANN1159	-0.01893607487975392	0.011496064777831298	0	annuus	Ha412HOChr14	neg4
ANN1160	-0.015111603198235318	-1.7462334522393066e-4	0	annuus	Ha412HOChr14	neg4
ANN1161	-0.017945066048472534	0.02251993321101928	0	annuus	Ha412HOChr14	neg4
ANN1162	-0.018386374983101403	0.029043436419248406	0	annuus	Ha412HOChr14	neg4
ANN1163	-0.016504111865940425	0.021210131541953288	0	annuus	Ha412HOChr14	neg4
ANN1164	-0.017207540018863657	0.020633590871992524	0	annuus	Ha412HOChr14	neg4
ANN1165	-0.015196022465683199	0.019654859283170123	0	annuus	Ha412HOChr14	neg4
ANN1166	-0.017837661336608378	0.030531717465616295	0	annuus	Ha412HOChr14	neg4
ANN1167	-0.014428049549867946	0.015216123300717248	0	annuus	Ha412HOChr14	neg4
ANN1168	-0.017792059240514087	0.01740989902775639	0	annuus	Ha412HOChr14	neg4
ANN1169	-0.015285469145157262	0.011828017716672553	0	annuus	Ha412HOChr14	neg4
ANN1170	-0.0170831467079045	0.020425147596328408	0	annuus	Ha412HOChr14	neg4
ANN1171	-0.018526733581719794	-9.089095256325373e-4	0	annuus	Ha412HOChr14	neg4
ANN1172	-0.01210894094560376	0.01865394362410691	0	annuus	Ha412HOChr14	neg4
ANN1173	0.041996471374721615	0.006840995162792772	1	annuus	Ha412HOChr14	neg4
ANN1174	0.04198559435681107	0.0029502264946490225	1	annuus	Ha412HOChr14	neg4
ANN1175	-0.014364147307984958	0.002453606619145298	0	annuus	Ha412HOChr14	neg4
ANN1176	-0.010581932528420318	0.003378183621447304	0	annuus	Ha412HOChr14	neg4
ANN1177	-0.014978459674067322	0.012601453653449656	0	annuus	Ha412HOChr14	neg4
ANN1178	0.04275126593071168	0.009183669474258934	1	annuus	Ha412HOChr14	neg4
ANN1179	-0.015095496135870908	0.01400727140595056	0	annuus	Ha412HOChr14	neg4
ANN1180	0.04522743120821493	0.014918195151235849	1	annuus	Ha412HOChr14	neg4
ANN1181	-0.015461574784914403	0.018125948489912287	0	annuus	Ha412HOChr14	neg4
ANN1182	-0.01622132046785424	0.012951979385090663	0	annuus	Ha412HOChr14	neg4
ANN1183	-0.014185507579291	0.017770902655859917	0	annuus	Ha412HOChr14	neg4
ANN1184	0.045992990967322504	0.010458645607554086	1	annuus	Ha412HOChr14	neg4
ANN1185	-0.01610225903683003	0.005446023441028278	0	annuus	Ha412HOChr14	neg4
ANN1186	0.03795848869245404	0.012506737803925144	1	annuus	Ha412HOChr14	neg4
ANN1187	0.04539918036167123	0.011233172216997269	1	annuus	Ha412HOChr14	neg4
ANN1188	-0.014990498298999427	0.00964883149001165	0	annuus	Ha412HOChr14	neg4
ANN1189	-0.012683743799515252	0.006352016086803577	0	annuus	Ha412HOChr14	neg4
ANN1190	-0.01655163678916764	0.0063990641754756335	0	annuus	Ha412HOChr14	neg4
ANN1191	-0.009855864250641881	0.00898159765695527	0	annuus	Ha412HOChr14	neg4
ANN1192	0.03886628719073936	0.005413377972370188	1	annuus	Ha412HOChr14	neg4
ANN1193	-0.015471750223864522	0.014869314812042324	0	annuus	Ha412HOChr14	neg4
ANN1194	-0.016995885027806835	0.014970507139885809	0	annuus	Ha412HOChr14	neg4
ANN1195	-0.01340144147659084	0.012898020469311	0	annuus	Ha412HOChr14	neg4
ANN1196	-0.013410633802285372	0.013493055999557446	0	annuus	Ha412HOChr14	neg4
ANN1197	-0.017474716619288143	0.01877119561037686	0	annuus	Ha412HOChr14	neg4
ANN1198	-0.01725169724999806	0.02556888128824616	0	annuus	Ha412HOChr14	neg4
ANN1199	-0.011778681995184077	0.015126273481929778	0	annuus	Ha412HOChr14	neg4
ANN1200	-0.01663279458087875	0.017754368993908243	0	annuus	Ha412HOChr14	neg4
ANN1201	0.03952353261476334	0.003492845771083389	1	annuus	Ha412HOChr14	neg4
ANN1202	0.04186871136548828	0.0063391972752253846	1	annuus	Ha412HOChr14	neg4
ANN1203	-0.013032429884683389	0.016989861942709752	0	annuus	Ha412HOChr14	neg4
ANN1204	0.12240501028283288	-0.006604979975944818	2	annuus	Ha412HOChr14	neg4
ANN1205	0.04273552653103343	0.0022986342842113566	1	annuus	Ha412HOChr14	neg4
ANN1206	0.044754891531648536	0.0107567762923511	1	annuus	Ha412HOChr14	neg4
ANN1207	-0.014401954370750763	0.022290102127187624	0	annuus	Ha412HOChr14	neg4
ANN1208	0.04504425401051239	0.009013473692115937	1	annuus	Ha412HOChr14	neg4
ANN1209	-0.01273472950735738	0.023210750593450034	0	annuus	Ha412HOChr14	neg4
ANN1210	-0.012524150554629363	0.01458126063175606	0	annuus	Ha412HOChr14	neg4
ANN1211	0.04838597704047927	-0.0034176642392483433	1	annuus	Ha412HOChr14	neg4
ANN1212	0.04524996406794994	0.017784752852274387	1	annuus	Ha412HOChr14	neg4
ANN1213	-0.009753654269165746	0.007450582468990681	0	annuus	Ha412HOChr14	neg4
ANN1214	0.044229118668566283	0.006697689510376159	1	annuus	Ha412HOChr14	neg4
ANN1215	0.11919487788015654	0.0013285265329493028	2	annuus	Ha412HOChr14	neg4
ANN1216	0.04381993114266036	0.004637751738257032	1	annuus	Ha412HOChr14	neg4
ANN1217	0.050283280596369835	7.669032898681236e-4	1	annuus	Ha412HOChr14	neg4
ANN1218	-0.014312840450345058	0.0032269722350696185	0	annuus	Ha412HOChr14	neg4
ANN1219	0.04575416537750519	0.0067838072726505135	1	annuus	Ha412HOChr14	neg4
ANN1220	0.042834492203372945	0.00885539435315302	1	annuus	Ha412HOChr14	neg4
ANN1221	0.10708664592932335	-0.002027631659159968	2	annuus	Ha412HOChr14	neg4
ANN1222	0.1105479386827655	0.0019030321890904645	2	annuus	Ha412HOChr14	neg4
ANN1223	0.11495296667508298	-1.089085525599158e-4	2	annuus	Ha412HOChr14	neg4
ANN1224	0.12322712536189678	-0.003739399130869998	2	annuus	Ha412HOChr14	neg4
ANN1225	0.11672654909632871	-0.008302442904420957	2	annuus	Ha412HOChr14	neg4
ANN1226	0.09634584307029398	-0.007026658078738849	2	annuus	Ha412HOChr14	neg4
ANN1227	0.10374231664697205	0.0019925134555106912	2	annuus	Ha412HOChr14	neg4
ANN1228	0.04387652595660464	-7.636029319366593e-4	1	annuus	Ha412HOChr14	neg4
ANN1229	0.12032891517296972	-0.005416486710061582	2	annuus	Ha412HOChr14	neg4
ANN1230	0.10495182630342759	-0.003767312216323421	2	annuus	Ha412HOChr14	neg4
ANN1231	0.051905798792353616	0.002912022920844296	1	annuus	Ha412HOChr14	neg4
ANN1232	0.04489224970731712	0.004961537765276012	1	annuus	Ha412HOChr14	neg4
ANN1233	0.04851849402908752	0.001271670579755654	1	annuus	Ha412HOChr14	neg4
ANN1234	0.13058695689804406	-0.001353551012433991	2	annuus	Ha412HOChr14	neg4
ANN1235	0.04187686278346338	0.0029923857022184485	1	annuus	Ha412HOChr14	neg4
ANN1236	0.036762920052363694	0.0014431918596288095	1	annuus	Ha412HOChr14	neg4
ANN1237	0.04351810695645208	0.005684744904175607	1	annuus	Ha412HOChr14	neg4
ANN1238	0.12022353905042857	-0.0038185342207403966	2	annuus	Ha412HOChr14	neg4
ANN1239	0.11669603826182302	-0.002102929415599742	2	annuus	Ha412HOChr14	neg4
ANN1240	0.0586071268485435	5.114880759063672e-4	1	annuus	Ha412HOChr14	neg4
ANN1241	0.11016557043152268	-0.001266126561870761	2	annuus	Ha412HOChr14	neg4
ANN1242	0.11157550355564715	-0.0014560336158134634	2	annuus	Ha412HOChr14	neg4
ANN1243	0.12315459011360719	-0.004535974769696624	2	annuus	Ha412HOChr14	neg4
ANN1244	0.11532664466490816	-0.0013174250870374368	2	annuus	Ha412HOChr14	neg4
ANN1245	0.051356467601133285	0.011422028071468707	1	annuus	Ha412HOChr14	neg4
ANN1246	0.005331527017931506	0.0033623019931590553	0	annuus	Ha412HOChr14	neg4
ANN1247	-1.968669523141845e-4	0.011221118490135904	0	annuus	Ha412HOChr14	neg4
ANN1248	0.11745005294793624	-0.0010934839564207804	2	annuus	Ha412HOChr14	neg4
ANN1249	-0.0021019130103710863	0.008868780171005843	0	annuus	Ha412HOChr14	neg4
ANN1250	0.04494875108449953	0.010392649394205911	1	annuus	Ha412HOChr14	neg4
ANN1251	-0.020598873304769005	-0.024216578200141146	0	annuus	Ha412HOChr14	neg4
ANN1252	-0.019369960979115208	-0.003482043134797585	0	annuus	Ha412HOChr14	neg4
ANN1253	-0.019067844283200585	-0.06938061553629606	0	annuus	Ha412HOChr14	neg4
ANN1254	-0.020724734242821206	-0.027229585167824512	0	annuus	Ha412HOChr14	neg4
ANN1255	-0.018782368137117707	-0.0316982373753857	0	annuus	Ha412HOChr14	neg4
ANN1256	-0.015856506122127023	-0.03267487332806637	0	annuus	Ha412HOChr14	neg4
ANN1257	-0.020095622836176906	-0.03669437685727704	0	annuus	Ha412HOChr14	neg4
ANN1258	-0.019339558588531567	-0.0385817658919759	0	annuus	Ha412HOChr14	neg4
ANN1259	-0.019193012796470232	-0.034157060613787774	0	annuus	Ha412HOChr14	neg4
ANN1260	-0.019594822907208966	-0.039212469792189675	0	annuus	Ha412HOChr14	neg4
ANN1261	-0.015967475389651146	0.003553461777382092	0	annuus	Ha412HOChr14	neg4
ANN1262	-0.013201497178527869	0.005077909723993721	0	annuus	Ha412HOChr14	neg4
ANN1263	-0.013357644155169986	-0.0029390442507147875	0	annuus	Ha412HOChr14	neg4
ANN1264	-0.015488358159263268	-0.004100563840924874	0	annuus	Ha412HOChr14	neg4
ANN1265	-0.015985424356215354	0.0068196485203258364	0	annuus	Ha412HOChr14	neg4
ANN1266	0.03275150008189137	-0.013853435200130474	1	annuus	Ha412HOChr14	neg4
ANN1267	-0.01566780278077763	0.003482769000851515	0	annuus	Ha412HOChr14	neg4
ANN1268	-0.015598028862628614	0.002616934124306326	0	annuus	Ha412HOChr14	neg4
ANN1269	-0.011946141593408876	0.0051294307566102934	0	annuus	Ha412HOChr14	neg4
ANN1270	-0.016046907375859287	-0.0070245294150908764	0	annuus	Ha412HOChr14	neg4
ANN1271	-0.014754550959057571	-0.005567763588442978	0	annuus	Ha412HOChr14	neg4
ANN1272	-0.013457615039315998	0.0023953789989420143	0	annuus	Ha412HOChr14	neg4
ANN1273	-0.011236631572977957	0.0021827015132579865	0	annuus	Ha412HOChr14	neg4
ANN1274	-0.014388239688525071	-0.019174943899384105	0	annuus	Ha412HOChr14	neg4
ANN1275	-0.014974922013100911	-0.013342268471417458	0	annuus	Ha412HOChr14	neg4
ANN1276	0.04189484186253028	-0.016225890584187753	1	annuus	Ha412HOChr14	neg4
ANN1277	0.029189821044293726	0.00495411636228011	1	annuus	Ha412HOChr14	neg4
ANN1278	-0.012401314536562088	0.00426609559421442	0	annuus	Ha412HOChr14	neg4
ANN1279	0.038254328701718646	-0.012042513437975019	1	annuus	Ha412HOChr14	neg4
ANN1280	0.045265664457378445	-0.018911239284764396	1	annuus	Ha412HOChr14	neg4
ANN1281	-0.015047191257914172	0.003478198046302356	0	annuus	Ha412HOChr14	neg4
ANN1282	-0.014167824578353522	-0.006535154062475792	0	annuus	Ha412HOChr14	neg4
ANN1283	-0.014084839679752631	-0.012029069386737527	0	annuus	Ha412HOChr14	neg4
ANN1284	-0.01422224938697616	-0.004897640308465999	0	annuus	Ha412HOChr14	neg4
ANN1285	-0.014738105698491417	-0.004813521294015952	0	annuus	Ha412HOChr14	neg4
ANN1286	0.04451968294409689	-0.008409775009221123	1	annuus	Ha412HOChr14	neg4
ANN1287	-0.014200800304303504	0.005005613487857865	0	annuus	Ha412HOChr14	neg4
ANN1288	-0.014618192591670626	-7.374268280827346e-4	0	annuus	Ha412HOChr14	neg4
ANN1289	-0.01248194083635537	-0.0038858938519513962	0	annuus	Ha412HOChr14	neg4
ANN1290	-0.01609792450551761	0.010046878704527576	0	annuus	Ha412HOChr14	neg4
ANN1291	-0.017786776060399644	0.011097751841229497	0	annuus	Ha412HOChr14	neg4
ANN1292	-0.018415528084294645	0.01940541691854246	0	annuus	Ha412HOChr14	neg4
ANN1293	-0.018162682465822234	0.008311564205511284	0	annuus	Ha412HOChr14	neg4
ANN1294	-0.015323198219511216	0.01765245558785676	0	annuus	Ha412HOChr14	neg4
ANN1295	-0.01677178643266228	0.015518666184333077	0	annuus	Ha412HOChr14	neg4
ANN1296	-0.01810577977040371	0.011946033436021262	0	annuus	Ha412HOChr14	neg4
ANN1297	-0.018955633163334668	0.01910928819377258	0	annuus	Ha412HOChr14	neg4
ANN1298	-0.017904852919371966	0.012990976999095568	0	annuus	Ha412HOChr14	neg4
ANN1299	-0.017647798521951252	0.027557079003474618	0	annuus	Ha412HOChr14	neg4
ANN1300	-0.01495241614513971	0.017460640106212563	0	annuus	Ha412HOChr14	neg4
ANN1301	-0.017215145569758186	0.010525246833322954	0	annuus	Ha412HOChr14	neg4
ANN1302	-0.01671376819455269	0.022596491522248956	0	annuus	Ha412HOChr14	neg4
